Temporada,Date,Time,Form,Location,User,Pass?,Country Origen / Pais de Origen,Production Area / Zona de Producción,Continente,Is it an Emergent Market? / Es Mercado Emergente?,# Inspection / Número de Inspección,Harvest Data / Fecha de Cosecha,Variety / Variedad,Harvest Interval/Dias de Reingreso,Country / Pais,Pre-Inspection Disposition / Disposición de la Inspección Previa,Pallet Count / Cajas por Tarima,Count Clamshell/ # Clamshell's,Clamshell weight / Peso del canasto,Were the weights recorded? / ¿Los pesos fueron registrados?,Average Clamshell weight / Peso promedio del canasto,# Clamshell with Compliance / Canastos en Conformidad,# Clamshell Underweight / Canastos con Bajo Peso,Clamshell Low weight / Canasto con menor peso,Basket Count / Conteo por Canasto,Average Basket Count / Conteo Promedio por Canasto,Total Fruit Inspected / Total de Fruta Inspeccionada,# Sample Brix / # Muestras Brix,Brix1,Brix2,Brix3,Brix4,Brix5,# Sample Acidity / # Muestras Acidez,Acidity / Acidez 1,Acidity / Acidez 2,Acidity / Acidez 3,Acidity / Acidez 4,Acidity / Acidez 5, Semana Inspeccion,Brix6,Brix7,Acidity / Acidez 6,Acidity / Acidez 7,Brix8,Brix9,Brix10,Acidity / Acidez 8,Acidity / Acidez 9,Has it been approved? / ¿Ha sido Aprobado?2,Fecha de Cosecha,PRODUCTION AREA,Lote,Empresa,Production Area,Ha,FUNDO CODE,SKU Code,Fruit Type
2022-2023,16/7/2024,16:24,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,ASIA CENTRO,No,First Inspection,1091727:29:00,AIREN,4,,Pass_Pasar,390,16,149,Yes / Si,143.9375,14,2,139.0,39,38,608,1,11.6,,,,,1,1.12,,,,,2429,,,,,,,,,,,15/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9100,Generica
2022-2023,17/7/2024,16:39,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA CENTRO,No,First Inspection,1091726:42:00,VERDEJO,4,,Pass_Pasar,240,11,150,Yes / Si,144.909091,11,0,,38,37.5,412.5,1,10.5,,,,,1,1.08,,,,,2429,,,,,,,,,,,15/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9100,Generica
2022-2023,17/7/2024,16:42,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091744:38:00,MERLOT,8,Singapur,Pass_Pasar,240,12,149,Yes / Si,144.5,12,0,,34,33,396,1,12.9,,,,,1,1,,,,,2429,,,,,,,,,,,16/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,17/7/2024,16:44,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091745:19:00,MERLOT,8,Singapur,Pass_Pasar,240,4,143,No,,,,,32,31.5,126,1,12.8,,,,,0,,,,,,2429,,,,,,,,,,,16/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,17/7/2024,16:46,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091745:36:00,AIREN,8,Singapur,Pass_Pasar,240,2,155,Yes / Si,152,2,0,,46,46,92,1,11.3,,,,,1,0.8,,,,,2429,,,,,,,,,,,16/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,17/7/2024,16:50,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA NORTE,,First Inspection,1091746:47:00,VERDEJO,12,,Pass_Pasar,390,16,157,Yes / Si,147.1875,16,0,,27,26,416,1,11.7,,,,,1,0.54,,,,,2429,,,,,,,,,,,16/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,17/7/2024,16:52,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA NORTE,,Second Inspection,1091747:17:00,VERDEJO,12,,Pass_Pasar,390,16,154,Yes / Si,146.4375,16,0,,32,31.5,504,1,11.7,,,,,1,0.54,,,,,2429,,,,,,,,,,,16/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,17/7/2024,16:07,Formulario Registro Inspeccion Uva,Ica,Gloria A.,False,Perú,Ica,ASIA NORTE,,First Inspection,1091747:04:00,VERDEJO,12,,Pass_Pasar,390,16,159,Yes / Si,146.3125,16,0,,28,27.5,440,1,10.2,,,,,0,,,,,,2429,,,,,,,,,,,16/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,17/7/2024,16:05,Formulario Registro Inspeccion Uva,Ica,Gloria A.,False,Perú,Ica,ASIA NORTE,,First Inspection,1091747:47:00,VERDEJO,12,,Pass_Pasar,390,16,162,Yes / Si,148.9375,16,0,,28,27.5,440,1,10.3,,,,,0,,,,,,2429,,,,,,,,,,,16/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,17/7/2024,18:32,Formulario Registro Inspeccion Uva,Ica,Gloria A.,False,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091774:38:00,AIREN,7,Singapur,Pass_Pasar,315,12,143.5,Yes / Si,142.625,12,0,,57,56,672,1,11.7,,,,,1,0.43,,,,,2429,,,,,,,,,,,17/7/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9099,Generica
2022-2023,17/7/2024,16:57,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091774:39:00,AIREN,7,Singapur,Pass_Pasar,360,12,143.5,Yes / Si,142.666667,12,0,,43,41,492,1,12.4,,,,,1,0.63,,,,,2429,,,,,,,,,,,17/7/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9100,Generica
2022-2023,17/7/2024,18:36,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA NORTE,,Second Inspection,1091775:12:00,AIREN,7,,Pass_Pasar,315,12,143.5,Yes / Si,142.916667,12,0,,59,58.5,702,1,11.7,,,,,1,0.43,,,,,2429,,,,,,,,,,,17/7/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9099,Generica
2022-2023,18/7/2024,12:09,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA NORTE,,First Inspection,1091771:14:00,MERLOT,12,,Pass_Pasar,390,16,152,Yes / Si,145.375,16,0,,33,32.5,520,1,13.4,,,,,1,1.03,,,,,2429,,,,,,,,,,,17/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,18/7/2024,12:13,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA NORTE,,First Inspection,1091770:19:00,VERDEJO,13,,Pass_Pasar,390,16,156,Yes / Si,146,15,1,140.0,26,25.5,408,1,10.7,,,,,1,0.66,,,,,2429,,,,,,,,,,,17/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,23/7/2024,14:47,Formulario Registro Inspeccion Uva,Ica,Mauricio F.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091888:46:00,MERLOT,6,Singapur,Pass_Pasar,100,7,146,Yes / Si,144,7,0,,32,29.5,206.5,1,12.5,,,,,1,1.16,,,,,2430,,,,,,,,,,,22/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,23/7/2024,14:52,Formulario Registro Inspeccion Uva,Ica,Mauricio F.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091889:15:00,MERLOT,6,Singapur,Pass_Pasar,20,4,146,Yes / Si,143,4,0,,32,32,128,1,13,,,,,1,1.23,,,,,2430,,,,,,,,,,,22/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,23/7/2024,14:59,Formulario Registro Inspeccion Uva,Ica,Mauricio F.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091889:50:00,MERLOT,6,Singapur,Pass_Pasar,25,3,144,Yes / Si,143.333333,3,0,,31,30.5,91.5,1,13,,,,,1,1.23,,,,,2430,,,,,,,,,,,22/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,23/7/2024,17:06,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,True,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1091894:28:00,AIREN,6,HongKong,Pass_Pasar,140,7,146,Yes / Si,143.857143,7,0,,40,38.5,269.5,1,13.8,,,,,1,1.1,,,,,2430,,,,,,,,,,,22/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9100,Generica
2022-2023,23/7/2024,17:33,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,No,First Inspection,1091894:28:00,AIREN,6,,Pass_Pasar,390,16,149,Yes / Si,144.1875,16,0,,62,61,976,1,14.4,,,,,1,0.73,,,,,2430,,,,,,,,,,,22/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9099,Generica
2022-2023,23/7/2024,17:04,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,False,Perú,Pisco,EEUU,,First Inspection,1091895:08:00,VERDEJO,4,,Pass_Pasar,24,1,345,Yes / Si,345,1,0,,101,101,101,1,10,,,,,1,1.19,,,,,2430,,,,,,,,,,,22/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9108,Generica
2022-2023,23/7/2024,17:37,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,No,First Inspection,1091895:25:00,AIREN,6,,Pass_Pasar,390,14,152,Yes / Si,145.5,14,0,,43,41.5,581,1,13,,,,,1,0.86,,,,,2430,,,,,,,,,,,22/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9100,Generica
2022-2023,23/7/2024,17:55,Formulario Registro Inspeccion Uva,Pisco,Guadalupe,False,Perú,Pisco,ASIA CENTRO,No,First Inspection,1091896:28:00,MERLOT,5,,Pass_Pasar,60,5,148,Yes / Si,146,5,0,,40,39,195,1,13.6,,,,,1,1.24,,,,,2430,,,,,,,,,,,22/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9100,Generica
2022-2023,24/7/2024,15:36,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091943:08:00,PINOT,7,Singapur,Pass_Pasar,170,7,143.5,No,,,,,67,64,448,1,12.9,,,,,1,0.74,,,,,2430,,,,,,,,,,,24/7/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9099,Generica
2022-2023,24/7/2024,16:27,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1091915:45:00,VERDEJO,7,Singapur,Pass_Pasar,240,10,152,Yes / Si,147.1,10,0,,33,32.5,325,1,10.4,,,,,1,0.91,,,,,2430,,,,,,,,,,,23/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9099,Generica
2022-2023,24/7/2024,16:29,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA NORTE,,First Inspection,1091916:13:00,VERDEJO,7,,Pass_Pasar,390,16,150,Yes / Si,145.8125,16,0,,34,33.5,536,1,11,,,,,1,0.82,,,,,2430,,,,,,,,,,,23/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,30/7/2024,17:09,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,No,First Inspection,1092062:59:00,VERDEJO,5,,Pass_Pasar,390,16,151,Yes / Si,145.625,16,0,,36,34,544,1,11.2,,,,,1,0.9,,,,,2431,,,,,,,,,,,29/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9100,Generica
2022-2023,30/7/2024,17:09,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,True,Perú,Pisco,ASIA CENTRO,No,First Inspection,1092062:56:00,VERDEJO,5,,Pass_Pasar,390,16,153,Yes / Si,144.375,16,0,,44,43.5,696,1,11.7,,,,,1,0.93,,,,,2431,,,,,,,,,,,29/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9099,Generica
2022-2023,30/7/2024,17:01,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,True,Perú,Pisco,EEUU,,First Inspection,1092063:47:00,VERDEJO,6,,Pass_Pasar,55,2,579,Yes / Si,577,2,0,,182,175,350,1,11.7,,,,,1,0.99,,,,,2431,,,,,,,,,,,29/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9111,Generica
2022-2023,30/7/2024,17:05,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,No,First Inspection,1092063:46:00,AIREN,6,,Pass_Pasar,390,16,146,Yes / Si,143.5,16,0,,66,62,992,1,13.9,,,,,1,0.74,,,,,2431,,,,,,,,,,,29/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9099,Generica
2022-2023,30/7/2024,16:42,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1091800:35:00,MERLOT,9,Malasia,Pass_Pasar,300,6,148,Yes / Si,146,6,0,,41,40,240,1,13.1,,,,,0.67,0.71,,,,,2431,,,,,,,,,,,18/7/2024,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9103,Generica
2022-2023,30/7/2024,17:05,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,True,Perú,Pisco,ASIA CENTRO,No,First Inspection,1092064:19:00,AIREN,6,,Pass_Pasar,390,16,147,Yes / Si,144.3125,16,0,,42,41.5,664,1,14.5,,,,,1,0.74,,,,,2431,,,,,,,,,,,29/7/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9100,Generica
2022-2023,30/7/2024,17:03,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,No,First Inspection,1091368:26:00,VERDEJO,6,,Pass_Pasar,390,16,151,Yes / Si,146,16,0,,36,34.5,552,1,10.3,,,,,1,0.88,,,,,2431,,,,,,,,,,,30/6/2024,Ica,Lote 15,Agricultores Unidos,Ica,62.09,86998,9092,Generica
2022-2023,31/7/2024,12:59,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,No,First Inspection,1092080:28:00,MERLOT,8,,Pass_Pasar,240,12,153,Yes / Si,143.75,12,0,,31,30,360,1,14.2,,,,,1,0.86,,,,,2431,,,,,,,,,,,30/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,31/7/2024,13:00,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA CENTRO,No,First Inspection,1092080:53:00,MERLOT,8,,Pass_Pasar,240,8,145,Yes / Si,141.75,4,4,139.0,30,30,240,1,13,,,,,0,,,,,,2431,,,,,,,,,,,30/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,31/7/2024,15:45,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1092110:49:00,AIREN,7,Singapur,Pass_Pasar,360,14,144,Yes / Si,143,14,0,,40,40,560,1,12.5,,,,,1,0.38,,,,,2431,,,,,,,,,,,31/7/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9100,Generica
2022-2023,1/8/2024,9:52,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1092080:55:00,AIREN,6,Singapur,Pass_Pasar,240,9,148,Yes / Si,144.444444,9,0,,62,61.5,553.5,1,11.7,,,,,1,0.91,,,,,2431,,,,,,,,,,,30/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9099,Generica
2022-2023,1/8/2024,9:53,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1092105:10:00,AIREN,6,Singapur,Pass_Pasar,240,6,145,Yes / Si,142.333333,5,1,140.0,61,60,360,1,12.8,,,,,1,0.7,,,,,2431,,,,,,,,,,,31/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9099,Generica
2022-2023,1/8/2024,9:56,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1092105:32:00,AIREN,6,Singapur,Pass_Pasar,40,5,145,Yes / Si,143.8,5,0,,43,42.5,212.5,1,12.8,,,,,1,0.56,,,,,2431,,,,,,,,,,,31/7/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,1/8/2024,18:15,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA NORTE,,First Inspection,1092086:14:00,VERDEJO,7,,Pass_Pasar,390,16,152,Yes / Si,145.5625,16,0,,35,34,544,1,11,,,,,1,0.78,,,,,2431,,,,,,,,,,,30/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,1/8/2024,18:17,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA NORTE,,First Inspection,1092086:44:00,VERDEJO,6.8,,Pass_Pasar,390,16,157,Yes / Si,145.5,16,0,,35,33,528,1,10.7,,,,,0,,,,,,2431,,,,,,,,,,,30/7/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9103,Generica
2022-2023,2/8/2024,22:42,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,False,Perú,Pisco,EUROPA,Yes / Si,First Inspection,1092130:24:00,VERDEJO,6,Jeddah,Pass_Pasar,195,8,149,Yes / Si,144.375,0,0,,42,39.5,316,1,11.5,,,,,1,0.83,,,,,2431,,,,,,,,,,,1/8/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9109,Generica
2022-2023,2/8/2024,13:22,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,True,Perú,Pisco,EEUU,,First Inspection,1092131:07:00,VERDEJO,6,,Pass_Pasar,100,4,583,Yes / Si,579.75,4,0,,136,134,536,1,10.4,,,,,1,1.03,,,,,2431,,,,,,,,,,,1/8/2024,Ica,Lote 14,Agricultores Unidos,Ica,40.26,86997,9108,Generica
2022-2023,2/8/2024,22:36,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,False,Perú,Pisco,EUROPA,Yes / Si,First Inspection,1092131:45:00,AIREN,6.5,Jeddah,Pass_Pasar,250,12,147,Yes / Si,143.916667,12,0,,55,52,624,1,13.5,,,,,1,0.6,,,,,2431,,,,,,,,,,,1/8/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9092,Generica
2022-2023,2/8/2024,13:31,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1091797:06:00,MERLOT,9,Malasia,Pass_Pasar,390,11,151.2,Yes / Si,143.336364,9,2,138.7,39,38.5,423.5,1,13.2,,,,,1,0.73,,,,,2431,,,,,,,,,,,18/7/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9100,Generica
2022-2023,2/8/2024,13:42,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1092085:33:00,MERLOT,9,Malasia,Pass_Pasar,100,12,141,Yes / Si,139.591667,2,10,138.3,49,48.5,582,1,13.5,,,,,1,0.73,,,,,2431,,,,,,,,,,,30/7/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9099,Generica
2022-2023,6/8/2024,11:30,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1092224:40:00,AIREN,5,Singapur,Pass_Pasar,60,6,160,Yes / Si,147.666667,6,0,,47,44,264,1,13.1,,,,,1,0.28,,,,,2432,,,,,,,,,,,5/8/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,6/8/2024,11:53,Formulario Registro Inspeccion Uva,Pisco,Gloria A.,True,Perú,Pisco,EUROPA,No,First Inspection,1092226:05:00,VERDEJO,5,,Pass_Pasar,200,8,149,Yes / Si,144.875,8,0,,42,39,312,1,10.6,,,,,1,0.79,,,,,2432,,,,,,,,,,,5/8/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9092,Generica
2022-2023,6/8/2024,11:39,Formulario Registro Inspeccion Uva,Ica,Mauricio F.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1092227:31:00,AIREN,5,Singapur,Pass_Pasar,78,6,146,Yes / Si,142.833333,6,0,,59,57,342,1,12.1,,,,,1,0.66,,,,,2432,,,,,,,,,,,5/8/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9099,Generica
2022-2023,6/8/2024,11:47,Formulario Registro Inspeccion Uva,Ica,Mauricio F.,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1092227:40:00,MERLOT,5,Singapur,Pass_Pasar,40,7,148,Yes / Si,144.571429,7,0,,31,30.5,213.5,1,14.1,,,,,1,0.88,,,,,2432,,,,,,,,,,,5/8/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9100,Generica
2022-2023,7/8/2024,22:55,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1092279:53:00,VERDEJO,7,,Pass_Pasar,168,8,344,Yes / Si,343.6625,8,0,,78,75,600,1,11.8,,,,,1,0.86,,,,,2432,,,,,,,,,,,7/8/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9108,Generica
2022-2023,7/8/2024,21:00,Formulario Registro Inspeccion Uva,Ica,Mauricio F.,True,Perú,Ica,EEUU,,First Inspection,1092236:51:00,AIREN,12,,Pass_Pasar,90,8,362,Yes / Si,358.625,0,0,,111,107,856,1,13.7,,,,,1,0.35,,,,,2432,,,,,,,,,,,5/8/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2022-2023,8/8/2024,7:38,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,TRUE,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1092178:00:00,AIREN,10,Malasia,Pass_Pasar,210,8,144,Yes / Si,142.375,8,0,,49,48.5,388,0,,,,,,0,,,,,,2432,,,,,,,,,,,3/8/2024,Pisco,Lote 20,Agricultores Unidos,Pisco,344.98,87003,9099,Generica
2022-2023,8/8/2024,7:49,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1092179:00:00,AIREN,10,Malasia,Pass_Pasar,220,12,143,No,,,,,48,48,576,1,12.4,,,,,1,0.6,,,,,2432,,,,,,,,,,,3/8/2024,Pisco,Lote 5,Santa Bernardina Uva,Pisco,72.27,86988,9099,Generica
2022-2023,8/8/2024,7:56,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1092276:51:00,MERLOT,10,Malasia,Pass_Pasar,180,8,143,Yes / Si,142.375,8,0,,42,41,328,1,13.5,,,,,1,0.73,,,,,2432,,,,,,,,,,,7/8/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9099,Generica
2022-2023,8/8/2024,11:03,Formulario Registro Inspeccion Uva,Ica,Gloria A.,False,Perú,Ica,ASIA CENTRO,No,First Inspection,1092225:04:00,AIREN,6,,Pass_Pasar,200,8,440,Yes / Si,180.625,8,0,,45,44.5,356,1,13.6,,,,,1,1,,,,,2432,,,,,,,,,,,5/8/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9099,Generica
2022-2023,8/8/2024,10:59,Formulario Registro Inspeccion Uva,Ica,Gloria A.,False,Perú,Ica,EEUU,,First Inspection,1092225:10:00,AIREN,12,,Pass_Pasar,100,8,364,Yes / Si,357.375,0,0,,113,109,872,1,13.3,,,,,1,0.52,,,,,2432,,,,,,,,,,,5/8/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9116,Generica
2022-2023,9/8/2024,13:41,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1092299:23:00,VERDEJO,5,,Pass_Pasar,100,4,355,Yes / Si,337.5,4,0,,82,82,328,1,11.4,,,,,1,0.87,,,,,2432,,,,,,,,,,,8/8/2024,Ica,Lote 15,Agricultores Unidos,Ica,62.09,86998,9108,Generica
2022-2023,10/8/2024,9:10,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1092176:20:00,MERLOT,10,Malasia,Pass_Pasar,390,12,143,Yes / Si,142.5,12,0,,38,37.5,450,1,13.1,,,,,1,0.66,,,,,2432,,,,,,,,,,,3/8/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9099,Generica
2022-2023,10/8/2024,9:42,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1092182:12:00,MERLOT,10,Malasia,Pass_Pasar,390,12,144,Yes / Si,142.083333,12,0,,41,40,480,1,13.8,,,,,1,0.79,,,,,2432,,,,,,,,,,,3/8/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9099,Generica
2022-2023,14/8/2024,8:15,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1092422:41:00,VERDEJO,6,,Pass_Pasar,204,8,341,Yes / Si,330.5,8,0,,77,73.5,588,1,11.1,,,,,1,0.87,,,,,2433,,,,,,,,,,,13/8/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9108,Generica
2022-2023,14/8/2024,8:18,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,Yes / Si,First Inspection,1092399:09:00,VERDEJO,5,Arabia Saudita,Pass_Pasar,390,16,148,Yes / Si,143.875,16,0,,33,31.5,504,1,10.5,,,,,1,0.96,,,,,2433,,,,,,,,,,,12/8/2024,Ica,Lote 15,Agricultores Unidos,Ica,62.09,86998,9092,Generica
2022-2023,14/8/2024,8:19,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1092423:18:00,TINTORERA,5,,Pass_Pasar,102,4,346,Yes / Si,341.75,4,0,,138,136.5,546,1,12,,,,,1,0.72,,,,,2433,,,,,,,,,,,13/8/2024,Ica,Lote 15,Agricultores Unidos,Ica,62.09,86998,9108,Generica
2022-2023,14/8/2024,15:22,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1092446:48:00,VERDEJO,7,,Pass_Pasar,204,8,345,Yes / Si,344.125,8,0,,77,76,608,1,12.6,,,,,1,0.58,,,,,2433,,,,,,,,,,,14/8/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9108,Generica
